term	reading	frequency	kana_frequency
国家	こっか	3849	82343
購入	こうにゅう	3850	
賭ける	かける	3851	
皆様	みなさま	3852	68472
無邪気	むじゃき	3853	89004
幸運	こううん	3854	158516
帰って来る	かえってくる	3855	27899
友	とも	3856	
見張る	みはる	3857	38186
報酬	ほうしゅう	3858	110730
深呼吸	しんこきゅう	3859	161671
大人になる	おとなになる	3860	54296
ただでさえ	ただでさえ	3861	
作り出す	つくりだす	3862	39189
餌	えさ	3863	41491
間近	まぢか	3864	68476
着替え	きがえ	3865	227001
お帰り	おかえり	3866	4096
微笑み	ほほえみ	3867	36189
使い方	つかいかた	3868	110835
鳴く	なく	3869	
途切れる	とぎれる	3870	33787
出迎える	でむかえる	3871	117299
器	うつわ	3872	53798
高	こう	3873	
マスター	マスター	3874	
利く	きく	3875	5203
右腕	みぎうで	3876	211663
めくる	めくる	3877	
単語	たんご	3878	
だろうに	だろうに	3879	
ある意味	あるいみ	3880	
胸を張る	むねをはる	3881	142205
纏う	まとう	3882	4794
早々	そうそう	3883	33401
いじめる	いじめる	3884	
溜まる	たまる	3885	2701
っぱなし	っぱなし	3886	
腰を下ろす	こしをおろす	3887	132229
駆けつける	かけつける	3888	24489
早め	はやめ	3889	
けっこう	けっこう	3890	
たしか	たしか	3891	
かしこまる	かしこまる	3892	
飲み物	のみもの	3893	
いつの間に	いつのまに	3894	19094
のあまり	のあまり	3895	
ゴミ	ゴミ	3896	
同じくらい	おなじくらい	3897	68791
捕らえる	とらえる	3898	6390
ちっとも	ちっとも	3899	
アホ	アホ	3900	
暖かい	あたたかい	3901	9944
忠告	ちゅうこく	3902	163708
無意味	むいみ	3903	107464
騒がしい	さわがしい	3904	47190
脳裏	のうり	3905	
悪	あく	3906	34856
透明	とうめい	3907	76816
響き渡る	ひびきわたる	3908	48889
傾く	かたむく	3909	43893
仰ぐ	あおぐ	3910	25387
暴力	ぼうりょく	3911	122043
晩	ばん	3912	12275
お邪魔	おじゃま	3913	22185
領域	りょういき	3914	224324
小柄	こがら	3915	97883
お弁当	おべんとう	3916	74851
お休み	おやすみ	3917	4299
看板	かんばん	3918	67595
感じ取る	かんじとる	3919	310723
そう言えば	そういえば	3920	718
是非	ぜひ	3921	2439
カーテン	カーテン	3922	
メモ	メモ	3923	
勘	かん	3924	
大抵	たいてい	3925	6281
数十	すうじゅう	3926	315457
方面	ほうめん	3927	131595
植物	しょくぶつ	3928	163936
確率	かくりつ	3929	266255
例外	れいがい	3930	186739
支度	したく	3931	98515
罰	ばつ	3932	
こちらこそ	こちらこそ	3933	
演じる	えんじる	3934	
造る	つくる	3935	2146
避難	ひなん	3936	101570
入学	にゅうがく	3937	168590
お手伝い	おてつだい	3938	63480
美少女	びしょうじょ	3939	181499
誇り	ほこり	3940	
丘	おか	3941	20093
突き刺さる	つきささる	3942	63984
首筋	くびすじ	3943	95404
口に出す	くちにだす	3944	198746
興味深い	きょうみぶかい	3945	
弟子	でし	3946	16480
見当たる	みあたる	3947	96031
板	いた	3948	39596
反撃	はんげき	3949	214581
心の底	こころのそこ	3950	221417
唸る	うなる	3951	8888
トラブル	トラブル	3952	
しめる	しめる	3953	
所詮	しょせん	3954	9480
撮影	さつえい	3955	153854
一点	いってん	3956	78060
呪う	のろう	3957	59799
小屋	こや	3958	51393
汚す	よごす	3959	52898
その頃	そのころ	3960	29797
うふふ	うふふ	3961	
それはそれで	それはそれで	3963	
くそっ	くそっ	3964	
誘い	さそい	3965	78585
浮かび上がる	うかびあがる	3966	61498
遠ざかる	とおざかる	3967	114740
文句を言う	もんくをいう	3968	166495
店内	てんない	3969	
はっと	はっと	3970	
通信	つうしん	3971	126719
悪意	あくい	3972	186234
通用	つうよう	3973	109642
構成	こうせい	3974	122629
押し込む	おしこむ	3975	54999
当日	とうじつ	3976	204839
贈る	おくる	3977	65895
説教	せっきょう	3978	131582
つる	つる	3979	
あく	あく	3980	
好く	すく	3981	
襲いかかる	おそいかかる	3982	51087
鳴き声	なきごえ	3983	117923
いい子	いいこ	3984	46287
おもしろい	おもしろい	3985	
引き取る	ひきとる	3986	43097
あのさ	あのさ	3987	
ケンカ	ケンカ	3988	
顔をしかめる	かおをしかめる	3989	
どれくらい	どれくらい	3990	
おまけに	おまけに	3991	
のぞく	のぞく	3992	
ハハ	ハハ	3993	
手をかける	てをかける	3994	
１回	いっかい	3995	85910
だからといって	だからといって	3996	
突きつける	つきつける	3997	19000
さすがは	さすがは	3998	
あり得ない	ありえない	3999	3690
何らか	なんらか	4000	223889
歩み寄る	あゆみよる	4001	130351
等しい	ひとしい	4002	30785
垂れる	たれる	4003	18795
敏感	びんかん	4004	85313
深夜	しんや	4005	109344
輪	わ	4006	
鍋	なべ	4007	34592
この後	このあと	4008	32697
装う	よそおう	4009	36579
攻略	こうりゃく	4010	183472
億	おく	4011	
不快	ふかい	4012	150883
体重	たいじゅう	4013	209314
専用	せんよう	4014	50989
眉間	みけん	4015	65881
付き合い	つきあい	4016	13589
昇る	のぼる	4017	5893
湯	ゆ	4018	
晒す	さらす	4019	4692
残酷	ざんこく	4020	89718
放る	ほうる	4021	20166
歩	ほ	4022	
錯覚	さっかく	4023	99141
誘導	ゆうどう	4024	163585
救い	すくい	4025	
優雅	ゆうが	4026	64183
切り替える	きりかえる	4027	79696
罪悪感	ざいあくかん	4028	229080
気絶	きぜつ	4029	112300
理不尽	りふじん	4030	128641
好意	こうい	4031	80725
沢山	たくさん	4032	406
国民	こくみん	4033	194076
財布	さいふ	4034	78659
事務所	じむしょ	4035	222213
ああいう	ああいう	4036	
憧れ	あこがれ	4037	26087
魅力的	みりょくてき	4038	204494
人質	ひとじち	4039	109431
列	れつ	4040	46778
臭い	くさい	4041	6170
修行	しゅぎょう	4042	
率いる	ひきいる	4043	37496
怪訝	けげん	4044	28589
盛大	せいだい	4045	180159
職業	しょくぎょう	4046	209001
同然	どうぜん	4047	89755
腕を組む	うでをくむ	4048	139835
容姿	ようし	4049	
鎖	くさり	4050	
締める	しめる	4051	3953
内緒	ないしょ	4052	25404
反射的	はんしゃてき	4053	
パターン	パターン	4054	
到達	とうたつ	4055	264338
一件	いっけん	4056	
どう考えても	どうかんがえても	4057	189546
いい人	いいひと	4058	44985
装置	そうち	4059	90064
教授	きょうじゅ	4060	111122
包み込む	つつみこむ	4061	60300
衝動	しょうどう	4062	91813
尖る	とがる	4063	16093
親切	しんせつ	4064	80295
目に入る	めにはいる	4065	229756
ベンチ	ベンチ	4066	
埋まる	うまる	4067	30885
礼を言う	れいをいう	4068	165962
弾	たま	4069	15204
ニュース	ニュース	4070	
パンツ	パンツ	4071	
緩む	ゆるむ	4072	14100
潜む	ひそむ	4073	20181
はっきり言う	はっきりいう	4074	28886
再度	さいど	4075	191459
そうじゃなくて	そうじゃなくて	4076	
逮捕	たいほ	4077	98385
傍ら	かたわら	4078	18575
タオル	タオル	4079	
名誉	めいよ	4080	117087
配る	くばる	4081	40192
食	しょく	4082	29382
どうするか	どうするか	4083	
横目	よこめ	4084	190922
何とも	なんとも	4085	3499
医師	いし	4086	
界	かい	4087	
肩をすくめる	かたをすくめる	4088	238184
大げさ	おおげさ	4089	26793
おばさん	おばさん	4090	
心地よい	ここちよい	4091	58395
やりとり	やりとり	4092	
あふれる	あふれる	4093	
あくまでも	あくまでも	4094	
そんなふうに	そんなふうに	4095	
おかえり	おかえり	4096	
滅ぼす	ほろぼす	4097	48599
凄まじい	すさまじい	4098	6499
燃やす	もやす	4099	47882
そうだよね	そうだよね	4100	
額	ひたい	4101	26082
入口	いりぐち	4102	91326
文章	ぶんしょう	4103	159044
手を取る	てをとる	4104	246577
我に返る	われにかえる	4105	64881
茶	ちゃ	4106	21396
顔立ち	かおだち	4107	132288
その分	そのぶん	4108	20895
鼓動	こどう	4109	62486
貼る	はる	4110	7397
頭を抱える	あたまをかかえる	4111	205952
台所	だいどころ	4112	113261
相応しい	ふさわしい	4113	2767
人達	ひとたち	4114	26689
現代	げんだい	4115	239238
ネタ	ネタ	4116	
掌	てのひら	4117	21893
弁当	べんとう	4118	109756
顔面	がんめん	4119	264864
流	りゅう	4120	
何にも	なんにも	4121	5283
お母様	おかあさま	4122	40893
目線	めせん	4123	
権力	けんりょく	4124	161442
突入	とつにゅう	4125	187778
昼食	ちゅうしょく	4126	243598
十二	じゅうに	4127	73795
なのである	なのである	4128	
事がある	ことがある	4129	326
気遣う	きづかう	4130	92584
ズボン	ズボン	4131	
苦い	にがい	4132	33292
覚悟を決める	かくごをきめる	4133	141671
思い込む	おもいこむ	4134	153443
親戚	しんせき	4135	61286
意地悪	いじわる	4136	14493
遥か	はるか	4137	2781
大陸	たいりく	4138	207714
お湯	おゆ	4139	73300
加減	かげん	4140	28593
物音	ものおと	4141	169060
祖父	そふ	4142	80263
発想	はっそう	4143	
ハンカチ	ハンカチ	4144	
敗北	はいぼく	4145	205753
シンプル	シンプル	4146	
モデル	モデル	4147	
深々	ふかぶか	4148	57792
無限	むげん	4149	105943
足を踏み入れる	あしをふみいれる	4150	255104
見失う	みうしなう	4151	168078
お任せ	おまかせ	4152	23394
潰れる	つぶれる	4153	168989
食料	しょくりょう	4154	162663
数秒	すうびょう	4155	315660
バラバラ	バラバラ	4156	
テンション	テンション	4157	
上昇	じょうしょう	4158	109046
消費	しょうひ	4159	213129
言	げん	4160	44284
脅す	おどす	4161	43492
帰れ	かえれ	4162	94653
記事	きじ	4163	
顔を合わせる	かおをあわせる	4164	
混ぜる	まぜる	4165	20797
係	かかり	4166	
伝う	つたう	4167	22095
叫び声	さけびごえ	4168	128132
未だ	まだ	4169	90
寝室	しんしつ	4170	140679
夫人	ふじん	4171	
無理矢理	むりやり	4172	25890
らっしゃる	らっしゃる	4173	
高級	こうきゅう	4174	94134
脅威	きょうい	4175	93048
緩める	ゆるめる	4176	13888
すく	すく	4177	
上司	じょうし	4178	239296
用件	ようけん	4179	
調子に乗る	ちょうしにのる	4180	154364
遅刻	ちこく	4181	82200
食材	しょくざい	4182	
試みる	こころみる	4183	46495
横になる	よこになる	4184	116931
つきあう	つきあう	4185	
取引	とりひき	4186	117173
何かしら	なにかしら	4187	22693
３年	さんねん	4188	310520
かた	かた	4189	
おなか	おなか	4190	
あける	あける	4191	
ホッと	ホッと	4192	
言いかける	いいかける	4193	34775
たたく	たたく	4194	
顔つき	かおつき	4195	106805
鮮やか	あざやか	4196	23285
そろう	そろう	4197	
お言葉	おことば	4198	45499
いちばん	いちばん	4199	
そんなもん	そんなもん	4200	
度	たび	4202	2613
街	がい	4203	42604
刃	やいば	4205	153879
恨み	うらみ	4206	34782
曲げる	まげる	4207	30680
いじる	いじる	4208	
差す	さす	4209	136380
到底	とうてい	4210	14290
繋ぐ	つなぐ	4211	2946
プライド	プライド	4212	
職人	しょくにん	4213	
像	ぞう	4214	5084
枕	まくら	4215	33585
差し込む	さしこむ	4216	32100
図書館	としょかん	4217	163068
可能性が高い	かのうせいがたかい	4218	
同時	どうじ	4219	117427
弱点	じゃくてん	4220	165034
おっさん	おっさん	4221	
政府	せいふ	4222	
確定	かくてい	4223	254375
矛盾	むじゅん	4224	85395
泣き声	なきごえ	4225	
振動	しんどう	4226	84547
真っ先に	まっさきに	4227	31375
自転車	じてんしゃ	4228	196881
耳にする	みみにする	4229	233339
帰宅	きたく	4230	199467
目的地	もくてきち	4231	
再現	さいげん	4232	208340
拒む	こばむ	4233	61884
無力	むりょく	4234	243184
林	はやし	4235	60590
愉快	ゆかい	4236	47083
言い放つ	いいはなつ	4237	99945
値	あたい	4238	74394
揃える	そろえる	4239	7794
死亡	しぼう	4240	201443
苦笑い	にがわらい	4241	149916
任す	まかす	4242	25089
ふっと	ふっと	4243	
塩	しお	4244	
ボロボロ	ボロボロ	4245	
賢い	かしこい	4246	33193
あの頃	あのころ	4247	29786
銀色	ぎんいろ	4248	149631
磨く	みがく	4249	42097
静寂	せいじゃく	4250	125515
夜空	よぞら	4251	150053
眩しい	まぶしい	4252	7087
自己紹介	じこしょうかい	4253	189465
構造	こうぞう	4254	127934
にっこり	にっこり	4255	
大型	おおがた	4256	187340
工場	こうじょう	4257	82812
手配	てはい	4258	157752
切り裂く	きりさく	4259	134400
黄金	おうごん	4260	102765
先頭	せんとう	4261	79829
サイン	サイン	4262	
有効	ゆうこう	4263	122144
女の人	おんなのひと	4264	117987
砕ける	くだける	4265	22999
何事	なにごと	4266	30097
弓	ゆみ	4267	46782
光栄	こうえい	4268	311323
バス	バス	4269	
リスク	リスク	4270	
ようこそ	ようこそ	4271	
押し寄せる	おしよせる	4272	56083
こむ	こむ	4273	
出番	でばん	4274	165677
皮膚	ひふ	4275	36083
二回	にかい	4276	166942
牛	うし	4277	
砕く	くだく	4278	40297
支援	しえん	4279	233220
湖	みずうみ	4280	76982
さも	さも	4281	
班	はん	4282	
別れ	わかれ	4283	51697
慕う	したう	4284	55997
めっちゃ	めっちゃ	4285	
進行	しんこう	4286	
番号	ばんごう	4287	184191
掛かる	かかる	4288	300
人差し指	ひとさしゆび	4289	136024
済み	ずみ	4290	28696
持ち	もち	4291	28001
祭り	まつり	4292	30884
ハッと	ハッと	4293	
そのとおり	そのとおり	4294	
というところ	というところ	4295	
なにより	なにより	4296	
たちまち	たちまち	4297	
つづける	つづける	4298	
おやすみ	おやすみ	4299	
っこ	っこ	4300	
店	てん	4301	
種	たね	4302	29087
角度	かくど	4303	290827
振り払う	ふりはらう	4304	50688
三度	さんど	4305	208352
絶叫	ぜっきょう	4306	
課題	かだい	4307	
本番	ほんばん	4308	194109
温泉	おんせん	4309	90938
ライン	ライン	4310	
外部	がいぶ	4311	
子供の頃	こどものころ	4312	112281
言動	げんどう	4313	183486
向き	むき	4314	24893
坂	さか	4315	22193
知り合う	しりあう	4316	165539
崩れ落ちる	くずれおちる	4317	72991
ふりをする	ふりをする	4318	
せん	せん	4319	
胃	い	4320	
経緯	いきさつ	4321	16492
自室	じしつ	4322	
爆弾	ばくだん	4323	100390
見届ける	みとどける	4324	108912
とっとと	とっとと	4325	
馬鹿にする	ばかにする	4326	22794
こんな風に	こんなふうに	4327	5000
絆	きずな	4328	41092
豪華	ごうか	4329	75512
仕業	しわざ	4330	26385
硬直	こうちょく	4331	
病	やまい	4332	54186
高度	こうど	4333	143186
霊	れい	4334	
振り下ろす	ふりおろす	4335	62093
頼もしい	たのもしい	4336	42500
捜索	そうさく	4337	
意	い	4338	
好奇心	こうきしん	4339	
言い返す	いいかえす	4340	83645
戻って来る	もどってくる	4341	18887
未だに	いまだに	4342	77347
スープ	スープ	4343	
蘇る	よみがえる	4344	7193
お方	おかた	4345	56498
マンション	マンション	4346	
哀れ	あわれ	4347	18282
駆け出す	かけだす	4348	42988
別人	べつじん	4349	203316
博士	はかせ	4350	61890
派遣	はけん	4351	122449
咄嗟に	とっさに	4352	4688
