term	reading	rank	part_of_speech
犯罪	ハンザイ	3579	名詞,普通名詞,一般,*,*,*
首を横に振る	クビヲヨコニフル	3580	名詞+助詞+名詞+助詞+動詞
外見	ガイケン	3581	名詞,普通名詞,一般,*,*,*
売れる	ウレル	3582	動詞,一般,*,*,下一段-ラ行,終止形-一般
雷	カミナリ	3583	名詞,普通名詞,一般,*,*,*
接近	セッキン	3584	名詞,普通名詞,サ変可能,*,*,*
演技	エンギ	3585	名詞,普通名詞,サ変可能,*,*,*
真っ直ぐ	マッスグ	3586	形状詞,一般,*,*,*,*
ばっか	バッカ	3587	助詞,副助詞,*,*,*,*
しばし	シバシ	3588	副詞,*,*,*,*,*
んち	ンチ	3589	助詞+名詞
しがみつく	シガミツク	3590	動詞,一般,*,*,五段-カ行,終止形-一般
引き寄せる	ヒキヨセル	3591	動詞,一般,*,*,下一段-サ行,終止形-一般
それどころか	ソレドコロカ	3592	代名詞+助詞+助詞
化け物	バケモノ	3593	名詞,普通名詞,一般,*,*,*
セリフ	セリフ	3594	名詞,普通名詞,一般,*,*,*
叩きつける	タタキツケル	3595	動詞,一般,*,*,下一段-カ行,終止形-一般
なんだって	ナンダッテ	3596	代名詞+助動詞+助詞
付き	ツキ	3597	動詞,非自立可能,*,*,五段-カ行,連用形-一般
とある	トアル	3598	連体詞,*,*,*,*,*
マシ	マシ	3599	形状詞,一般,*,*,*,*
さっそく	サッソク	3600	副詞,*,*,*,*,*
戦	イクサ	3601	名詞,普通名詞,一般,*,*,*
解除	カイジョ	3602	名詞,普通名詞,サ変可能,*,*,*
危うい	アヤウイ	3603	形容詞,一般,*,*,形容詞,終止形-一般
地味	ジミ	3604	形状詞,一般,*,*,*,*
兄さん	ニイサン	3605	名詞,普通名詞,一般,*,*,*
自殺	ジサツ	3606	名詞,普通名詞,サ変可能,*,*,*
ソファ	ソファ	3607	名詞,普通名詞,一般,*,*,*
灰色	ハイイロ	3608	名詞,普通名詞,一般,*,*,*
吹き飛ばす	フキトバス	3609	動詞,一般,*,*,五段-サ行,終止形-一般
倉庫	ソウコ	3610	名詞,普通名詞,一般,*,*,*
金色	キンイロ	3611	名詞,普通名詞,一般,*,*,*
幸福	コウフク	3612	名詞,普通名詞,形状詞可能,*,*,*
押し付ける	オシツケル	3613	動詞,一般,*,*,下一段-カ行,終止形-一般
考え込む	カンガエコム	3614	動詞,一般,*,*,五段-マ行,終止形-一般
治す	ナオス	3615	動詞,非自立可能,*,*,五段-サ行,終止形-一般
夏休み	ナツヤスミ	3616	名詞,普通名詞,一般,*,*,*
正面から	ショウメンカラ	3617	名詞+助詞
儀式	ギシキ	3618	名詞,普通名詞,一般,*,*,*
舌打ち	シタウチ	3619	名詞,普通名詞,サ変可能,*,*,*
中学	チュウガク	3620	名詞,普通名詞,一般,*,*,*
本心	ホンシン	3621	名詞,普通名詞,一般,*,*,*
折る	オル	3622	動詞,一般,*,*,五段-ラ行,終止形-一般
尻尾	シッポ	3623	名詞,普通名詞,一般,*,*,*
消滅	ショウメツ	3624	名詞,普通名詞,サ変可能,*,*,*
耳元	ミミモト	3625	名詞,普通名詞,一般,*,*,*
ファン	ファン	3626	名詞,普通名詞,一般,*,*,*
狼	オオカミ	3627	名詞,普通名詞,一般,*,*,*
本音	ホンネ	3628	名詞,普通名詞,一般,*,*,*
リーダー	リーダー	3629	名詞,普通名詞,一般,*,*,*
姿を現す	スガタヲアラワス	3630	名詞+助詞+動詞
一族	イチゾク	3631	名詞,普通名詞,一般,*,*,*
ちっ	チッ	3632	助動詞,*,*,*,五段-ワア行,連用形-促音便
ゆえに	ユエニ	3633	名詞+助詞
エネルギー	エネルギー	3634	名詞,普通名詞,一般,*,*,*
欲望	ヨクボウ	3635	名詞,普通名詞,一般,*,*,*
配置	ハイチ	3636	名詞,普通名詞,サ変可能,*,*,*
お兄さん	オニイサン	3637	名詞,普通名詞,一般,*,*,*
田舎	イナカ	3638	名詞,普通名詞,一般,*,*,*
会長	カイチョウ	3639	名詞,普通名詞,一般,*,*,*
この辺	コノヘン	3640	連体詞+名詞
小学生	ショウガクセイ	3641	名詞,普通名詞,一般,*,*,*
十五	ジュウゴ	3642	名詞,数詞,*,*,*,*
お疲れ	オツカレ	3643	接頭辞+名詞
てっきり	テッキリ	3644	副詞,*,*,*,*,*
負け	マケ	3645	名詞,普通名詞,一般,*,*,*
部長	ブチョウ	3646	名詞,普通名詞,一般,*,*,*
手渡す	テワタス	3647	動詞,一般,*,*,五段-サ行,終止形-一般
眼鏡	メガネ	3648	名詞,普通名詞,一般,*,*,*
キラキラ	キラキラ	3649	副詞,*,*,*,*,*
堪える	コラエル	3650	動詞,一般,*,*,下一段-ア行,終止形-一般
吐息	トイキ	3651	名詞,普通名詞,一般,*,*,*
目が覚める	メガサメル	3652	名詞+助詞+動詞
でかい	デカイ	3653	形容詞,一般,*,*,形容詞,終止形-一般
雑誌	ザッシ	3654	名詞,普通名詞,一般,*,*,*
帽子	ボウシ	3655	名詞,普通名詞,一般,*,*,*
警備	ケイビ	3656	名詞,普通名詞,サ変可能,*,*,*
器用	キヨウ	3657	形状詞,一般,*,*,*,*
校舎	コウシャ	3658	名詞,普通名詞,一般,*,*,*
どく	ドク	3659	副詞,*,*,*,*,*
両腕	リョウウデ	3660	名詞,普通名詞,一般,*,*,*
商売	ショウバイ	3661	名詞,普通名詞,サ変可能,*,*,*
突破	トッパ	3662	名詞,普通名詞,サ変可能,*,*,*
身長	シンチョウ	3663	名詞,普通名詞,一般,*,*,*
気を付ける	キヲツケル	3664	名詞+助詞+動詞
お嬢さん	オジョウサン	3665	名詞,普通名詞,一般,*,*,*
戦士	センシ	3666	名詞,普通名詞,一般,*,*,*
漫画	マンガ	3667	名詞,普通名詞,一般,*,*,*
姉妹	シマイ	3668	名詞,普通名詞,一般,*,*,*
金属	キンゾク	3669	名詞,普通名詞,一般,*,*,*
言い聞かせる	イイキカセル	3670	動詞,一般,*,*,下一段-サ行,終止形-一般
指輪	ユビワ	3671	名詞,普通名詞,一般,*,*,*
閉じ込める	トジコメル	3672	動詞,一般,*,*,下一段-マ行,終止形-一般
足取り	アシドリ	3673	名詞,普通名詞,一般,*,*,*
目が合う	メガアウ	3674	名詞+助詞+動詞
商人	ショウニン	3675	名詞,普通名詞,一般,*,*,*
奴隷	ドレイ	3676	名詞,普通名詞,一般,*,*,*
塔	トウ	3677	名詞,普通名詞,一般,*,*,*
羽	ハネ	3678	名詞,普通名詞,一般,*,*,*
ぽい	ポイ	3679	副詞,*,*,*,*,*
起き上がる	オキアガル	3680	動詞,一般,*,*,五段-ラ行,終止形-一般
俯く	ウツムク	3681	動詞,一般,*,*,五段-カ行,終止形-一般
１人で	ヒトリデ	3682	名詞+助詞
響き	ヒビキ	3683	名詞,普通名詞,一般,*,*,*
ご存じ	ゴゾンジ	3684	名詞,普通名詞,一般,*,*,*
ごとく	ゴトク	3685	助動詞,*,*,*,文語助動詞-ゴトシ,連用形-一般
ノ	ノ	3686	助詞,格助詞,*,*,*,*
すぐさま	スグサマ	3687	副詞,*,*,*,*,*
ちょうどいい	チョウドイイ	3688	副詞+形容詞
おー	オー	3689	感動詞,フィラー,*,*,*,*
ありえない	アリエナイ	3690	動詞+動詞+助動詞
ごとき	ゴトキ	3691	助動詞,*,*,*,文語助動詞-ゴトシ,連体形-一般
こぼれる	コボレル	3692	動詞,一般,*,*,下一段-ラ行,終止形-一般
ごまかす	ゴマカス	3693	動詞,一般,*,*,五段-サ行,終止形-一般
こぼす	コボス	3694	動詞,一般,*,*,五段-サ行,終止形-一般
えーと	エート	3695	感動詞,フィラー,*,*,*,*
連れていく	ツレテイク	3696	動詞+助詞+動詞
お疲れさま	オツカレサマ	3697	名詞,普通名詞,形状詞可能,*,*,*
えらい	エライ	3698	形容詞,一般,*,*,形容詞,終止形-一般
思いっきり	オモイッキリ	3699	名詞,普通名詞,副詞可能,*,*,*
はじめて	ハジメテ	3700	副詞,*,*,*,*,*
書	ショ	3701	名詞,普通名詞,一般,*,*,*
捧げる	ササゲル	3702	動詞,一般,*,*,下一段-ガ行,終止形-一般
素人	シロウト	3703	名詞,普通名詞,一般,*,*,*
快感	カイカン	3704	名詞,普通名詞,一般,*,*,*
無論	ムロン	3705	副詞,*,*,*,*,*
患者	カンジャ	3706	名詞,普通名詞,一般,*,*,*
神経	シンケイ	3707	名詞,普通名詞,一般,*,*,*
級	キュウ	3708	名詞,普通名詞,一般,*,*,*
ひょっとして	ヒョットシテ	3709	副詞+動詞+助詞
見慣れる	ミナレル	3710	動詞+動詞
叶える	カナエル	3711	動詞,一般,*,*,下一段-ア行,終止形-一般
怒鳴る	ドナル	3712	動詞,一般,*,*,五段-ラ行,終止形-一般
ノート	ノート	3713	名詞,普通名詞,サ変可能,*,*,*
幻	マボロシ	3714	名詞,普通名詞,一般,*,*,*
這う	ハウ	3715	動詞,一般,*,*,五段-ワア行,終止形-一般
二本	ニホン	3716	名詞+接尾辞
遭遇	ソウグウ	3717	名詞,普通名詞,サ変可能,*,*,*
メニュー	メニュー	3718	名詞,普通名詞,一般,*,*,*
断言	ダンゲン	3719	名詞,普通名詞,サ変可能,*,*,*
乙女	オトメ	3720	名詞,普通名詞,一般,*,*,*
仕える	ツカエル	3721	動詞,一般,*,*,下一段-ア行,終止形-一般
制御	セイギョ	3722	名詞,普通名詞,サ変可能,*,*,*
大半	タイハン	3723	名詞,普通名詞,一般,*,*,*
さえも	サエモ	3724	助詞+助詞
値段	ネダン	3725	名詞,普通名詞,一般,*,*,*
兄貴	アニキ	3726	名詞,普通名詞,一般,*,*,*
手を引く	テヲヒク	3727	名詞+助詞+動詞
階	カイ	3728	名詞,普通名詞,助数詞可能,*,*,*
力になる	チカラニナル	3729	名詞+助詞+動詞
すげえ	スゲエ	3730	形容詞,一般,*,*,形容詞,終止形-一般
見知る	ミシル	3731	動詞,一般,*,*,五段-ラ行,終止形-一般
プロ	プロ	3732	名詞,普通名詞,一般,*,*,*
微笑	ビショウ	3733	名詞,普通名詞,サ変可能,*,*,*
毛	ケ	3734	名詞,普通名詞,一般,*,*,*
そうなんです	ソウナンデス	3735	副詞+助動詞+助詞+助動詞
尻	シリ	3736	名詞,普通名詞,一般,*,*,*
想う	オモウ	3737	動詞,一般,*,*,五段-ワア行,終止形-一般
丸い	マルイ	3738	形容詞,一般,*,*,形容詞,終止形-一般
落下	ラッカ	3739	名詞,普通名詞,サ変可能,*,*,*
どう見ても	ドウミテモ	3740	副詞+動詞+助詞+助詞
後輩	コウハイ	3741	名詞,普通名詞,一般,*,*,*
理性	リセイ	3742	名詞,普通名詞,一般,*,*,*
策	サク	3743	名詞,普通名詞,一般,*,*,*
カップ	カップ	3744	名詞,普通名詞,一般,*,*,*
部活	ブカツ	3745	名詞,普通名詞,一般,*,*,*
出口	デグチ	3746	名詞,普通名詞,一般,*,*,*
驚愕	キョウガク	3747	名詞,普通名詞,サ変可能,*,*,*
お昼	オヒル	3748	接頭辞+名詞
えへへ	エヘヘ	3749	感動詞,一般,*,*,*,*
そうなると	ソウナルト	3750	副詞+動詞+助詞
であります	デアリマス	3751	助動詞+動詞+助動詞
引き抜く	ヒキヌク	3752	動詞,一般,*,*,五段-カ行,終止形-一般
加速	カソク	3753	名詞,普通名詞,サ変可能,*,*,*
封じる	フウジル	3754	動詞,一般,*,*,上一段-ザ行,終止形-一般
類	ルイ	3755	名詞,普通名詞,一般,*,*,*
なき	ナキ	3756	形容詞,非自立可能,*,*,文語形容詞-ク,連体形-一般
横たわる	ヨコタワル	3757	動詞,一般,*,*,五段-ラ行,終止形-一般
へへ	ヘヘ	3758	助詞+助詞
目を丸くする	メヲマルクスル	3759	名詞+助詞+形容詞+動詞
微か	カスカ	3760	形状詞,一般,*,*,*,*
服を着る	フクヲキル	3761	名詞+助詞+動詞
数人	スウニン	3762	名詞,固有名詞,人名,名,*,*
高校生	コウコウセイ	3763	名詞,普通名詞,一般,*,*,*
十年	ジュウネン	3764	名詞+名詞
逸らす	ソラス	3765	動詞,一般,*,*,五段-サ行,終止形-一般
一口	ヒトクチ	3766	名詞,普通名詞,一般,*,*,*
液体	エキタイ	3767	名詞,普通名詞,一般,*,*,*
排除	ハイジョ	3768	名詞,普通名詞,サ変可能,*,*,*
閉まる	シマル	3769	動詞,一般,*,*,五段-ラ行,終止形-一般
池	イケ	3770	名詞,普通名詞,一般,*,*,*
見抜く	ミヌク	3771	動詞,一般,*,*,五段-カ行,終止形-一般
疲労	ヒロウ	3772	名詞,普通名詞,サ変可能,*,*,*
士	シ	3773	名詞,普通名詞,一般,*,*,*
祝福	シュクフク	3774	名詞,普通名詞,サ変可能,*,*,*
手放す	テバナス	3775	動詞,一般,*,*,五段-サ行,終止形-一般
咲く	サク	3776	動詞,一般,*,*,五段-カ行,終止形-一般
団	ダン	3777	名詞,普通名詞,一般,*,*,*
故	ユエ	3778	接頭辞,*,*,*,*,*
これくらい	コレクライ	3779	代名詞+助詞
睨みつける	ニラミツケル	3780	動詞,一般,*,*,下一段-カ行,終止形-一般
意味がない	イミガナイ	3781	名詞+助詞+形容詞
気はない	キハナイ	3782	名詞+助詞+形容詞
わたしたち	ワタシタチ	3783	代名詞,*,*,*,*,*
時折	トキオリ	3784	副詞,*,*,*,*,*
いつだって	イツダッテ	3785	代名詞+助動詞+助詞
声をあげる	コエヲアゲル	3786	名詞+助詞+動詞
ひとりで	ヒトリデ	3787	名詞+助詞
ばか	バカ	3788	名詞,普通名詞,形状詞可能,*,*,*
はしゃぐ	ハシャグ	3789	動詞,一般,*,*,五段-ガ行,終止形-一般
ずるい	ズルイ	3790	形容詞,一般,*,*,形容詞,終止形-一般
その代わり	ソノカワリ	3791	連体詞+名詞
フフフ	フフフ	3792	感動詞,一般,*,*,*,*
少なくとも	スクナクトモ	3793	形容詞+助詞
俺ら	オレラ	3794	代名詞+接尾辞
はあっ	ハアッ	3795	感動詞,一般,*,*,*,*
使い	ツカイ	3796	名詞,普通名詞,一般,*,*,*
やだ	ヤダ	3797	形状詞+助動詞
まつ	マツ	3798	名詞,固有名詞,人名,名,*,*
１年	イチネン	3799	名詞+名詞
見せつける	ミセツケル	3800	動詞,一般,*,*,下一段-カ行,終止形-一般
フォロー	フォロー	3801	名詞,普通名詞,サ変可能,*,*,*
絞る	シボル	3802	動詞,一般,*,*,五段-ラ行,終止形-一般
好きにする	スキニスル	3803	形状詞+助動詞+動詞
いえいえ	イエイエ	3804	感動詞+感動詞
固定	コテイ	3805	名詞,普通名詞,サ変可能,*,*,*
戸	ト	3806	名詞,普通名詞,一般,*,*,*
嫁	ヨメ	3807	名詞,普通名詞,一般,*,*,*
不審	フシン	3808	名詞,普通名詞,形状詞可能,*,*,*
同行	ドウコウ	3809	名詞,普通名詞,サ変可能,*,*,*
鞄	カバン	3810	名詞,普通名詞,一般,*,*,*
飼う	カウ	3811	動詞,一般,*,*,五段-ワア行,終止形-一般
要る	イル	3812	動詞,一般,*,*,五段-ラ行,終止形-一般
センチ	センチ	3813	形状詞,一般,*,*,*,*
畑	ハタケ	3814	名詞,普通名詞,一般,*,*,*
電気	デンキ	3815	名詞,普通名詞,一般,*,*,*
孤独	コドク	3816	名詞,普通名詞,形状詞可能,*,*,*
婚約	コンヤク	3817	名詞,普通名詞,サ変可能,*,*,*
予測	ヨソク	3818	名詞,普通名詞,サ変可能,*,*,*
肯定	コウテイ	3819	名詞,普通名詞,サ変可能,*,*,*
そうなんですか	ソウナンデスカ	3820	副詞+助動詞+助詞+助動詞+助詞
上空	ジョウクウ	3821	名詞,普通名詞,一般,*,*,*
カウンター	カウンター	3822	名詞,普通名詞,一般,*,*,*
被る	カブル	3823	動詞,一般,*,*,五段-ラ行,終止形-一般
先程	サキホド	3824	名詞,普通名詞,副詞可能,*,*,*
グラス	グラス	3825	名詞,普通名詞,一般,*,*,*
っきり	ッキリ	3826	助詞,副助詞,*,*,*,*
一匹	イッピキ	3827	名詞+接尾辞
状	ジョウ	3828	接尾辞,名詞的,一般,*,*,*
柔らか	ヤワラカ	3829	形状詞,一般,*,*,*,*
住人	ジュウニン	3830	名詞,普通名詞,一般,*,*,*
平然	ヘイゼン	3831	形状詞,タリ,*,*,*,*
心底	シンソコ	3832	名詞,普通名詞,副詞可能,*,*,*
拒絶	キョゼツ	3833	名詞,普通名詞,サ変可能,*,*,*
男の人	オトコノヒト	3834	名詞+助詞+名詞
横顔	ヨコガオ	3835	名詞,普通名詞,一般,*,*,*
孫	マゴ	3836	名詞,普通名詞,一般,*,*,*
きっちり	キッチリ	3837	副詞,*,*,*,*,*
牙	キバ	3838	名詞,普通名詞,一般,*,*,*
散々	サンザン	3839	形状詞,一般,*,*,*,*
目撃	モクゲキ	3840	名詞,普通名詞,サ変可能,*,*,*
ボール	ボール	3841	名詞,普通名詞,一般,*,*,*
躊躇	チュウチョ	3842	名詞,普通名詞,サ変可能,*,*,*
滲む	ニジム	3843	動詞,一般,*,*,五段-マ行,終止形-一般
悲鳴を上げる	ヒメイヲアゲル	3844	名詞+助詞+動詞
捜査	ソウサ	3845	名詞,普通名詞,サ変可能,*,*,*
本能	ホンノウ	3846	名詞,普通名詞,一般,*,*,*
木々	キギ	3847	名詞,普通名詞,一般,*,*,*
指差す	ユビサス	3848	動詞,一般,*,*,五段-サ行,終止形-一般
国家	コッカ	3849	名詞,普通名詞,一般,*,*,*
購入	コウニュウ	3850	名詞,普通名詞,サ変可能,*,*,*
賭ける	カケル	3851	動詞,非自立可能,*,*,下一段-カ行,終止形-一般
皆様	ミナサマ	3852	名詞+接尾辞
無邪気	ムジャキ	3853	名詞,普通名詞,形状詞可能,*,*,*
幸運	コウウン	3854	名詞,普通名詞,形状詞可能,*,*,*
帰って来る	カエッテクル	3855	動詞+助詞+動詞
友	トモ	3856	名詞,普通名詞,一般,*,*,*
見張る	ミハル	3857	動詞,一般,*,*,五段-ラ行,終止形-一般
報酬	ホウシュウ	3858	名詞,普通名詞,一般,*,*,*
深呼吸	シンコキュウ	3859	名詞,普通名詞,サ変可能,*,*,*
大人になる	オトナニナル	3860	名詞+助詞+動詞
ただでさえ	タダデサエ	3861	名詞+助動詞+助詞
作り出す	ツクリダス	3862	動詞,一般,*,*,五段-サ行,終止形-一般
餌	エサ	3863	名詞,普通名詞,一般,*,*,*
間近	マヂカ	3864	形状詞,一般,*,*,*,*
着替え	キガエ	3865	動詞,一般,*,*,下一段-ア行,連用形-一般
お帰り	オカエリ	3866	接頭辞+動詞
微笑み	ホホエミ	3867	動詞,一般,*,*,五段-マ行,連用形-一般
使い方	ツカイカタ	3868	名詞,普通名詞,一般,*,*,*
鳴く	ナク	3869	動詞,一般,*,*,五段-カ行,終止形-一般
途切れる	トギレル	3870	動詞,一般,*,*,下一段-ラ行,終止形-一般
出迎える	デムカエル	3871	動詞,一般,*,*,下一段-ア行,終止形-一般
器	ウツワ	3872	名詞,普通名詞,一般,*,*,*
高	コウ	3873	名詞,固有名詞,人名,姓,*,*
マスター	マスター	3874	名詞,普通名詞,サ変可能,*,*,*
利く	キク	3875	動詞,一般,*,*,五段-カ行,終止形-一般
右腕	ミギウデ	3876	名詞,普通名詞,一般,*,*,*
めくる	メクル	3877	動詞,一般,*,*,五段-ラ行,終止形-一般
